Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
63050,"Hitachi Construction Machinery Co.,Ltd.",Prime,Machinery,March,March,,,Stock prices,1951/01/30
63060,"NIKKO CO.,LTD.",Prime,Machinery,March,March,,,Stock prices,1919/08/03
63070,"SANSEI CO.,LTD.",Standard,Machinery,March,March,,,Stock prices,1963/07/22
63090,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Prime,Machinery,October,October,,,Stock prices,1941/05/29
63100,"ISEKI & CO.,LTD.",Prime,Machinery,December,December,,,Stock prices,1936/04/06
63120,Freund Corporation,Standard,Machinery,February,February,,,Stock prices,1964/04/22
63150,TOWA CORPORATION,Prime,Machinery,March,March,,,Stock prices,1979/04/17
63160,"MARUYAMA MFG.CO.,INC.",Standard,Machinery,September,September,,,Stock prices,1937/11/01
63170,Kitagawa Corporation,Standard,Machinery,March,March,,,Stock prices,1941/11/28
63190,SNT CORPORATION,Standard,Iron & Steel,March,March,,,Stock prices,1948/11/15
63220,TACMINA CORPORATION,Standard,Machinery,March,March,,,Stock prices,1977/04/26
63230,RORZE CORPORATION,Prime,Machinery,February,February,,,Stock prices,1966/03/30
63240,Harmonic Drive Systems Inc.,Standard,Machinery,March,March,,,Stock prices,1989/02/23
63250,"TAKAKITA CO.,LTD.",Standard,Machinery,March,March,,,Stock prices,1945/03/31
63260,KUBOTA CORPORATION,Prime,Machinery,December,December,,,Stock prices,1930/12/22
63270,"KITAGAWA SEIKI CO.,LTD.",Standard,Machinery,June,June,,,Stock prices,1957/01/14
63280,"EBARA JITSUGYO CO.,LTD.",Prime,Machinery,December,December,,,Stock prices,1946/11/26
63300,TOYO ENGINEERING CORPORATION,Prime,Construction,March,March,,,Stock prices,1944/11/01
63310,"Mitsubishi Kakoki Kaisha,Ltd.",Prime,Machinery,March,March,,,Stock prices,1949/09/01
63320,"TSUKISHIMA HOLDINGS CO.,LTD.",Prime,Machinery,March,March,,,Stock prices,1917/05/31
63330,"TEIKOKU ELECTRIC MFG. CO.,LTD.",Prime,Machinery,March,March,,,Stock prices,1939/09/12
63340,"Meiji Machine Co.,Ltd.",Standard,Machinery,March,March,,,Stock prices,1925/08/20
63350,"TOKYO KIKAI SEISAKUSHO,LTD.",Standard,Machinery,March,March,,,Stock prices,1916/02/15
63360,"ISHII HYOKI CO.,LTD.",Standard,Machinery,January,January,,,Stock prices,1973/04/09
63370,TESEC Corporation,Standard,Machinery,March,March,,,Stock prices,1969/12/22
63380,Takatori Corporation,Standard,Machinery,September,September,,,Stock prices,1956/10/01
63390,"Sintokogio,Ltd.",Prime,Machinery,March,March,,,Stock prices,1934/10/02
63400,SHIBUYA CORPORATION,Prime,Machinery,June,June,,,Stock prices,1949/06/21
63420,"Taihei Machinery Works,Limited",Standard,Machinery,March,March,,,Stock prices,1925/05/21
63430,FREESIA MACROSS CORPORATION,Standard,Machinery,March,March,,,Stock prices,1947/10/30
63450,AICHI CORPORATION,Prime,Machinery,March,March,,,Stock prices,1943/06/29
63460,"KIKUKAWA ENTERPRISE,INC.",Standard,Machinery,March,March,,,Stock prices,1947/06/14
63470,"PLACO CO.,LTD.",Standard,Machinery,March,March,,,Stock prices,1940/12/26
63490,KOMORI CORPORATION,Prime,Machinery,March,March,,,Stock prices,1946/12/28
63510,"TSURUMI MANUFACTURING CO.,LTD.",Prime,Machinery,March,March,,,Stock prices,1948/02/12
63560,"NIPPON GEAR CO.,LTD.",Standard,Machinery,March,March,,,Stock prices,1938/12/05
63570,"Sansei Technologies,Inc.",Standard,Machinery,March,March,,,Stock prices,1951/02/27
63580,"SAKAI HEAVY INDUSTRIES,LTD.",Prime,Machinery,March,March,,,Stock prices,1949/05/07
63600,"TOKYO AUTOMATIC MACHINERY WORKS,LTD.",Standard,Machinery,March,March,,,Stock prices,1944/06/05
