Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
89400,"INTELLEX Co.,Ltd.",Standard,Real Estate,May,May,,,Stock prices,1995/07/17
89440,"LAND BUSINESS CO.,LTD.",Standard,Real Estate,September,September,,,Stock prices,1985/02/13
89450,SUNNEXTA GROUP Inc.,Standard,Real Estate,June,June,,,Stock prices,1998/10/06
89460,ASIAN STAR CO.,Standard,Real Estate,December,December,,,Stock prices,1988/11/29
89510,Nippon Building Fund Inc.,Real Estate Investment Trusts (REITs),-,June,December,,,Stock prices,2001/03/16
89520,Japan Real Estate Investment Corporation,Real Estate Investment Trusts (REITs),-,March,September,,,Stock prices,2001/05/11
89530,Japan Metropolitan Fund Investment Corporation,Real Estate Investment Trusts (REITs),-,February,August,,,Stock prices,2001/09/14
89540,ORIX JREIT Inc.,Real Estate Investment Trusts (REITs),-,February,August,,,Stock prices,2001/09/10
89550,Japan Prime Realty Investment Corporation,Real Estate Investment Trusts (REITs),-,June,December,,,Stock prices,2001/09/14
89560,NTT UD REIT Investment Corporation,Real Estate Investment Trusts (REITs),-,April,October,,,Stock prices,2002/05/02
89570,"TOKYU REIT, Inc.",Real Estate Investment Trusts (REITs),-,January,July,,,Stock prices,2003/06/20
89580,Global One Real Estate Investment Corporation,Real Estate Investment Trusts (REITs),-,March,September,,,Stock prices,2003/04/16
89600,United Urban Investment Corporation,Real Estate Investment Trusts (REITs),-,May,November,,,Stock prices,2003/11/04
89610,"MORI TRUST REIT,Inc.",Real Estate Investment Trusts (REITs),-,February,August,,,Stock prices,2001/10/02
89630,Invincible Investment Corporation,Real Estate Investment Trusts (REITs),-,June,December,,,Stock prices,2002/01/18
89640,Frontier Real Estate Investment Corporation,Real Estate Investment Trusts (REITs),-,June,December,,,Stock prices,2004/05/12
89660,"HEIWA REAL ESTATE REIT,Inc.",Real Estate Investment Trusts (REITs),-,May,November,,,Stock prices,2002/01/31
89670,"Japan Logistics Fund,Inc.",Real Estate Investment Trusts (REITs),-,January,July,,,Stock prices,2005/02/22
89680,Fukuoka REIT Corporation,Real Estate Investment Trusts (REITs),-,February,August,,,Stock prices,2004/07/02
89720,KDX Realty Investment Corporation,Real Estate Investment Trusts (REITs),-,April,October,,,Stock prices,2005/05/06
89750,Ichigo Office REIT Investment Corporation,Real Estate Investment Trusts (REITs),-,April,October,,,Stock prices,2005/06/23
89760,Daiwa Office Investment Corporation,Real Estate Investment Trusts (REITs),-,May,November,,,Stock prices,2005/07/11
89770,"Hankyu Hanshin REIT,Inc.",Real Estate Investment Trusts (REITs),-,May,November,,,Stock prices,2004/12/03
89790,Starts Proceed Investment Corporation,Real Estate Investment Trusts (REITs),-,April,October,,,Stock prices,2005/05/02
89840,Daiwa House REIT Investment Corporation,Real Estate Investment Trusts (REITs),-,February,August,,,Stock prices,2005/06/07
89850,Japan Hotel REIT Investment Corporation,Real Estate Investment Trusts (REITs),-,December,-,,,Stock prices,2005/11/10
89860,Daiwa Securities Living Investment Corporation,Real Estate Investment Trusts (REITs),-,March,September,,,Stock prices,2005/10/07
89870,"Japan Excellent,Inc.",Real Estate Investment Trusts (REITs),-,June,December,,,Stock prices,2006/02/20
89950,"Makoto Construction CO,Ltd",Standard,Real Estate,March,March,,,Stock prices,1991/04/23
89960,"HouseFreedom Co.,Ltd.",Standard,Real Estate,December,December,,,Stock prices,1995/03/10
89990,Grandy House Corporation,Prime,Real Estate,March,March,,,Stock prices,1991/04/10
90010,"TOBU RAILWAY CO.,LTD.",Prime,Land Transportation,March,March,,,Stock prices,1896/10/16
90030,"Sotetsu Holdings,Inc.",Prime,Land Transportation,March,March,,,Stock prices,1917/12/18
90050,TOKYU CORPORATION,Prime,Land Transportation,March,March,,,Stock prices,1922/09/02
90060,Keikyu Corporation,Prime,Land Transportation,March,March,,,Stock prices,1948/06/01
90070,"Odakyu Electric Railway Co.,Ltd.",Prime,Land Transportation,March,March,,,Stock prices,1948/06/01
90080,Keio Corporation,Prime,Land Transportation,March,March,,,Stock prices,1948/06/01
90090,"Keisei Electric Railway Co.,Ltd.",Prime,Land Transportation,March,March,,,Stock prices,1909/06/30
90100,"FUJI KYUKO CO.,LTD.",Prime,Land Transportation,March,March,,,Stock prices,1926/09/18
90120,"Chichibu Railway Co.,Ltd.",Standard,Land Transportation,March,March,,,Stock prices,1899/11/08
90170,"Niigata Kotsu Co.,Ltd.",Standard,Land Transportation,March,March,,,Stock prices,1943/12/31
90200,East Japan Railway Company,Prime,Land Transportation,March,March,,,Stock prices,1987/04/01
