Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
69930,"Daikokuya Holdings Co.,Ltd.",Standard,Retail Trade,March,March,,,Stock prices,1935/12/17
69940,SHIZUKI ELECTRIC COMPANY INC.,Standard,Electric Appliances,March,March,,,Stock prices,1947/09/01
69950,"TOKAI RIKA CO.,LTD.",Prime,Transportation Equipment,March,March,,,Stock prices,1948/08/30
69960,NICHICON CORPORATION,Prime,Electric Appliances,March,March,,,Stock prices,1950/08/01
69970,NIPPON CHEMI-CON CORPORATION,Prime,Electric Appliances,March,March,,,Stock prices,1947/08/08
69980,"Nippon Tungsten Co.,Ltd.",Standard,Electric Appliances,March,March,,,Stock prices,1932/11/18
69990,KOA CORPORATION,Prime,Electric Appliances,March,March,,,Stock prices,1947/05/24
70030,"MITSUI E&S Co.,Ltd.",Prime,Machinery,March,March,,,Stock prices,1937/07/31
70040,Hitachi Zosen Corporation,Prime,Machinery,March,March,,,Stock prices,1934/05/29
70110,"Mitsubishi Heavy Industries,Ltd.",Prime,Machinery,March,March,,,Stock prices,1950/01/11
70120,"Kawasaki Heavy Industries,Ltd.",Prime,Transportation Equipment,March,March,,,Stock prices,1896/10/09
70130,IHI Corporation,Prime,Machinery,March,March,,,Stock prices,1889/01/17
70140,"Namura Shipbuilding Co.,Ltd.",Standard,Transportation Equipment,March,March,,,Stock prices,1931/04/13
70180,Naikai Zosen Corporation,Standard,Transportation Equipment,March,March,,,Stock prices,1944/11/22
70210,"NITCHITSU CO.,LTD.",Standard,Machinery,March,March,,,Stock prices,1950/08/01
70220,Sanoyas Holdings Corporation,Standard,Machinery,March,March,,,Stock prices,2011/10/03
70300,SPRIX Inc.,Standard,Services,September,September,,,Stock prices,1997/01/13
70310,Inbound Tech Inc.,Growth,Services,March,March,,,Stock prices,2015/04/01
70330,"Management Solutions Co.,Ltd.",Prime,Services,December,December,,,Stock prices,2005/07/01
70340,"Prored Partners CO.,LTD.",Prime,Services,October,October,,,Stock prices,2008/04/23
70350,"and factory,inc",Standard,Services,August,August,,,Stock prices,2014/09/16
70360,eMnet Japan.co.ltd.,Growth,Services,December,December,,,Stock prices,2013/04/22
70370,teno.Holdings Company Limited,Standard,Services,December,December,,,Stock prices,2015/12/15
70380,Frontier Management Inc.,Prime,Services,December,December,,,Stock prices,2007/01/04
70390,BRIDGE International Corp.,Growth,Services,December,December,,,Stock prices,2002/01/08
70400,"SUN-LIFE HOLDING CO.,LTD.",Standard,Services,March,March,,,Stock prices,2018/10/01
70410,"CRG HOLDINGS CO.,LTD.",Growth,Services,September,September,,,Stock prices,2013/10/01
70420,"ACCESS GROUP HOLDINGS CO.,LTD.",Standard,Services,March,March,,,Stock prices,1990/04/04
70430,"Alue Co.,Ltd.",Growth,Services,December,December,,,Stock prices,2003/10/29
70440,PIALA INC.,Standard,Services,December,December,,,Stock prices,2004/03/24
70460,TDSE Inc.,Growth,Services,March,March,,,Stock prices,2013/10/17
70470,PORT INC.,Growth,Services,March,March,,,Stock prices,2011/04/18
70480,VELTRA Corporation,Growth,Services,December,December,,,Stock prices,1991/11/13
70490,"SHIKIGAKU.Co.,Ltd.",Growth,Services,February,February,,,Stock prices,2015/03/05
70500,FRONTIER INTERNATIONAL INC.,Growth,Services,April,April,,,Stock prices,1990/06/19
70560,"Maruc Co.,Ltd.",TOKYO PRO Market,Services,August,August,,,Stock prices,2011/04/20
70570,"New Constructor's Network Co.,Ltd.",Standard,Services,March,March,,,Stock prices,1996/12/11
70580,"Kyoei Security Service Co.,Ltd.",Standard,Services,March,March,,,Stock prices,1985/05/15
70590,"COPRO-HOLDINGS.Co.,Ltd.",Prime,Services,March,March,,,Stock prices,2006/10/02
