Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
81170,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Standard,Wholesale Trade,March,March,,,Stock prices,1943/01/07
81180,"KING Co.,Ltd.",Standard,Textiles & Apparels,March,March,,,Stock prices,1948/09/09
81190,SANYEI CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1950/02/20
81230,"T.KAWABE & CO.,LTD.",Standard,Wholesale Trade,March,March,,,Stock prices,1942/11/25
81250,"Wakita & Co.,LTD.",Prime,Wholesale Trade,February,February,,,Stock prices,1949/05/04
81270,YAMATO INTERNATIONAL INC.,Standard,Textiles & Apparels,August,August,,,Stock prices,1947/06/16
81290,"TOHO HOLDINGS CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1948/09/17
81300,Sangetsu Corporation,Prime,Wholesale Trade,March,March,,,Stock prices,1936/09/24
81310,"Mitsuuroko Group Holdings Co.,Ltd.",Standard,Wholesale Trade,March,March,,,Stock prices,1926/05/10
81320,"SINANEN HOLDINGS CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1934/04/25
81330,"ITOCHU ENEX CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1961/01/28
81350,ZETT CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1950/12/16
81360,"Sanrio Company,Ltd.",Prime,Wholesale Trade,March,March,,,Stock prices,1949/04/23
81370,SUN-WA TECHNOS CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1949/11/04
81380,SANKYO KASEI CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1947/02/10
81390,NAGAHORI CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1951/02/12
81410,"Shinko Shoji Co.,Ltd.",Prime,Wholesale Trade,March,March,,,Stock prices,1953/11/25
81420,"TOHO Co.,Ltd.",Prime,Wholesale Trade,January,January,,,Stock prices,1929/07/15
81430,"LAPINE CO.,LTD.",Standard,Textiles & Apparels,February,February,,,Stock prices,1950/02/11
81440,"Denkyo Group Holdings Co.,Ltd.",Standard,Wholesale Trade,March,March,,,Stock prices,1949/12/15
81470,TOMITA CO.LTD.,Standard,Wholesale Trade,March,March,,,Stock prices,1943/04/26
81500,"SANSHIN ELECTRONICS CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1951/11/01
81510,TOYO Corporation,Prime,Wholesale Trade,September,September,,,Stock prices,1946/12/02
81520,SOMAR CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1948/02/26
81530,"MOS FOOD SERVICES,INC.",Prime,Wholesale Trade,March,March,,,Stock prices,1972/07/21
81540,"KAGA ELECTRONICS CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1968/09/12
81550,"MIMASU SEMICONDUCTOR INDUSTRY CO.,LTD.",Prime,Metal Products,May,May,,,Stock prices,1969/06/04
81570,"TSUZUKI DENKI CO.,LTD.",Prime,Information & Communication,March,March,,,Stock prices,1941/03/26
81580,"SODA NIKKA CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1947/04/11
81590,"TACHIBANA ELETECH CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1948/07/12
81600,"KISOJI CO.,LTD.",Prime,Retail Trade,March,March,,,Stock prices,1950/05/20
81630,"SRS HOLDINGS CO.,LTD.",Prime,Retail Trade,March,March,,,Stock prices,1951/04/09
81650,"SENSHUKAI CO.,LTD.",Standard,Retail Trade,December,December,,,Stock prices,1946/03/22
81660,"Taka-Q Co.,Ltd.",Standard,Retail Trade,February,February,,,Stock prices,1950/06/30
81670,"RETAIL PARTNERS CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1954/03/12
81730,"Joshin Denki Co.,Ltd.",Prime,Retail Trade,March,March,,,Stock prices,1950/02/02
81740,"NIPPON GAS CO.,LTD.",Prime,Retail Trade,March,March,,,Stock prices,1947/05/09
81790,"ROYAL HOLDINGS Co., Ltd.",Prime,Retail Trade,December,December,,,Stock prices,1950/04/04
81810,"Totenko Co.,Ltd.",Standard,Retail Trade,February,February,,,Stock prices,1948/09/07
81820,"Inageya Co.,Ltd.",Prime,Retail Trade,March,March,,,Stock prices,1948/05/20
81850,"CHIYODA CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1948/06/04
81940,LIFE CORPORATION,Prime,Retail Trade,February,February,,,Stock prices,1941/02/22
81980,"Maxvalu Tokai Co.,Ltd.",Standard,Retail Trade,February,February,,,Stock prices,1948/06/03
82000,"RINGER HUT CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1970/06/13
82020,"Laox Holdings CO.,LTD.",Standard,Retail Trade,December,December,,,Stock prices,1976/09/27
82030,MrMax Holdings Ltd.,Prime,Retail Trade,February,February,,,Stock prices,1950/12/08
82070,"TEN ALLIED Co.,Ltd.",Standard,Retail Trade,March,March,,,Stock prices,1969/12/20
82080,"ENCHO CO.,LTD.",Standard,Retail Trade,March,March,,,Stock prices,1950/09/29
82090,FRIENDLY CORPORATION,Standard,Retail Trade,March,March,,,Stock prices,1947/11/24
82140,AOKI Holdings Inc.,Prime,Retail Trade,March,March,,,Stock prices,1976/08/21
82150,"GINZA YAMAGATAYA CO.,LTD.",Standard,Retail Trade,March,March,,,Stock prices,1946/11/14
82170,"OKUWA CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1969/02/21
82180,"KOMERI CO.,LTD.",Prime,Retail Trade,March,March,,,Stock prices,1962/07/02
82190,"AOYAMA TRADING Co.,Ltd.",Prime,Retail Trade,March,March,,,Stock prices,1964/05/06
82250,"Takachiho Co.,Ltd.",Standard,Wholesale Trade,March,March,,,Stock prices,1949/02/28
82260,RIKEI CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1957/06/08
82270,"SHIMAMURA Co.,Ltd.",Prime,Retail Trade,February,February,,,Stock prices,1953/05/07
82300,"HASEGAWA CO.,LTD.",Standard,Retail Trade,March,March,,,Stock prices,1947/06/11
82330,"Takashimaya Company,Limited",Prime,Retail Trade,February,February,,,Stock prices,1919/08/20
82370,"MATSUYA CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1919/03/01
82420,H2O RETAILING CORPORATION,Prime,Retail Trade,March,March,,,Stock prices,1947/03/07
82440,"Kintetsu Department Store CO.,Ltd.",Standard,Retail Trade,February,February,,,Stock prices,1934/09/29
82470,"Daiwa Co.,Ltd.",Standard,Retail Trade,February,February,,,Stock prices,1943/12/21
82520,"MARUI GROUP CO.,LTD.",Prime,Retail Trade,March,March,,,Stock prices,1937/03/30
82530,"Credit Saison Co.,Ltd.",Prime,Other Financing Business,March,March,,,Stock prices,1951/05/01
82540,"Saikaya Department Store Co.,Ltd.",Standard,Retail Trade,August,August,,,Stock prices,1950/11/18
82550,Axial Retailing Inc.,Prime,Retail Trade,March,March,,,Stock prices,1967/08/01
82600,"IZUTSUYA CO.,LTD.",Standard,Retail Trade,February,February,,,Stock prices,1935/07/18
82670,"AEON CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1926/09/21
82730,"IZUMI CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1942/05/15
82750,FORVAL CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1980/09/18
82760,"HEIWADO CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1948/12/25
82780,"FUJI CO.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1950/04/21
82790,"YAOKO CO.,LTD",Prime,Retail Trade,March,March,,,Stock prices,1957/07/09
82810,"XEBIO holdings CO.,LTD.",Prime,Retail Trade,March,March,,,Stock prices,1973/07/05
82820,K'S HOLDINGS CORPORATION,Prime,Retail Trade,March,March,,,Stock prices,1980/09/20
82830,PALTAC CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1928/12/22
82850,"MITANI SANGYO CO.,LTD.",Standard,Wholesale Trade,March,March,,,Stock prices,1949/08/11
82890,Olympic Group Corporation,Standard,Retail Trade,February,February,,,Stock prices,1973/02/22
82910,"NISSAN TOKYO SALES HOLDINGS CO.,LTD.",Standard,Retail Trade,March,March,,,Stock prices,1942/11/16
83040,"Aozora Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,1957/04/01
