Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
57070,"Toho Zinc CO.,Ltd.",Prime,Nonferrous Metals,March,March,,,Stock prices,1937/02/27
57110,Mitsubishi Materials Corporation,Prime,Nonferrous Metals,March,March,,,Stock prices,1950/04/01
57130,"Sumitomo Metal Mining Co.,Ltd.",Prime,Nonferrous Metals,March,March,,,Stock prices,1950/03/01
57140,"DOWA HOLDINGS CO.,LTD.",Prime,Nonferrous Metals,March,March,,,Stock prices,1937/03/11
57150,"FURUKAWA CO.,LTD.",Prime,Nonferrous Metals,March,March,,,Stock prices,1918/04/15
57210,"S・Science Company,Ltd.",Standard,Nonferrous Metals,March,March,,,Stock prices,1946/04/13
57240,"Asaka Riken Co.,Ltd.",Standard,Nonferrous Metals,September,September,,,Stock prices,1969/08/25
57260,"OSAKA Titanium technologies Co.,Ltd.",Prime,Nonferrous Metals,March,March,,,Stock prices,1997/05/20
57270,"TOHO TITANIUM COMPANY,LIMITED",Prime,Nonferrous Metals,March,March,,,Stock prices,1948/09/06
57290,"NIHON SEIKO CO.,LTD",Standard,Nonferrous Metals,March,March,,,Stock prices,1935/06/11
57410,UACJ Corporation,Prime,Nonferrous Metals,March,March,,,Stock prices,1964/12/10
57420,"NIC Autotec,Inc.",Standard,Nonferrous Metals,March,March,,,Stock prices,1971/05/17
57530,"NIPPON SHINDO CO.,LTD.",Standard,Nonferrous Metals,March,March,,,Stock prices,1938/04/09
57570,"CK SAN-ETSU Co.,Ltd.",Prime,Nonferrous Metals,March,March,,,Stock prices,1963/07/01
57590,"Nippon Denkai,Ltd.",Growth,Nonferrous Metals,March,March,,,Stock prices,2016/06/17
58010,"Furukawa Electric Co.,Ltd.",Prime,Nonferrous Metals,March,March,,,Stock prices,1896/06/25
58020,"Sumitomo Electric Industries,Ltd.",Prime,Nonferrous Metals,March,March,,,Stock prices,1920/12/10
58030,Fujikura Ltd.,Prime,Nonferrous Metals,March,March,,,Stock prices,1910/03/18
58050,SWCC Corporation,Prime,Nonferrous Metals,March,March,,,Stock prices,1936/05/26
58090,"TATSUTA ELECTRIC WIRE AND CABLE CO.,LTD.",Prime,Nonferrous Metals,March,March,,,Stock prices,1945/09/28
58160,"Onamba Co.,Ltd.",Standard,Nonferrous Metals,December,December,,,Stock prices,1941/09/15
58170,"JMACS Japan Co.,Ltd.",Standard,Nonferrous Metals,February,February,,,Stock prices,1948/08/03
58190,"Canare Electric Co.,Ltd.",Standard,Nonferrous Metals,December,December,,,Stock prices,1974/02/02
58200,"MITSUBOSHI CO.,LTD.",Standard,Nonferrous Metals,March,March,,,Stock prices,1947/03/24
58210,HIRAKAWA HEWTECH CORP.,Prime,Nonferrous Metals,March,March,,,Stock prices,1948/09/29
58300,"Iyogin Holdings,Inc.",Prime,Banks,March,March,,,Stock prices,2022/10/03
58310,"Shizuoka Financial Group,Inc.",Prime,Banks,March,March,,,Stock prices,2022/10/03
58320,"Chugin Financial Group,Inc.",Prime,Banks,March,March,,,Stock prices,2022/10/03
58340,"SBI Leasing Services Co.,Ltd.",Growth,Securities & Commodity Futures,March,March,,,Stock prices,2017/04/03
58380,"Rakuten Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,2000/01/14
58400,"Nippon Souken Co.,Ltd.",TOKYO PRO Market,Insurance,November,November,,,Stock prices,1996/12/03
58420,Integral Corporation,Growth,Securities & Commodity Futures,December,December,,,Stock prices,2006/01/12
58430,"Nippon Insure Co.,Ltd.",Standard,Other Financing Business,September,September,,,Stock prices,2002/04/10
58440,"Kyoto Financial Group,Inc.",Prime,Banks,March,March,,,Stock prices,2023/10/02
58450,"ZENHOREN CO.,LTD.",Standard,Other Financing Business,March,March,,,Stock prices,2001/11/16
58510,RYOBI LIMITED,Prime,Nonferrous Metals,December,December,,,Stock prices,1943/12/16
58520,AHRESTY CORPORATION,Prime,Nonferrous Metals,March,March,,,Stock prices,1943/11/02
58560,"Life Intelligent Enterprise Holdings Co.,Ltd.",Standard,Retail Trade,March,March,,,Stock prices,2004/10/01
58570,"ARE Holdings,Inc.",Prime,Nonferrous Metals,March,March,,,Stock prices,2009/04/01
58580,"STG CO.,LTD.",Growth,Nonferrous Metals,March,March,,,Stock prices,1982/06/21
