Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
37600,"CAVE Interactive CO.,LTD.",Standard,Information & Communication,May,May,,,Stock prices,1994/06/15
37620,TECHMATRIX CORPORATION,Prime,Information & Communication,March,March,,,Stock prices,1984/08/30
37630,Pro-Ship Incorporated,Prime,Information & Communication,March,March,,,Stock prices,1969/04/09
37650,"GungHo Online Entertainment,Inc.",Prime,Information & Communication,December,December,,,Stock prices,1998/07/01
37660,"SYSTEMS DESIGN Co.,Ltd.",Standard,Information & Communication,March,March,,,Stock prices,1967/03/24
37680,Riskmonster.com,Standard,Information & Communication,March,March,,,Stock prices,2000/09/19
37690,"GMO Payment Gateway,Inc.",Prime,Information & Communication,September,September,,,Stock prices,1995/03/08
37700,"ZAPPALLAS,INC.",Standard,Information & Communication,April,April,,,Stock prices,2000/03/27
37710,"SYSTEM RESEARCH CO.,LTD.",Prime,Information & Communication,March,March,,,Stock prices,1981/03/26
37720,"Wealth Management,Inc.",Standard,Real Estate,March,March,,,Stock prices,1999/12/06
37730,"Advanced Media,Inc.",Growth,Information & Communication,March,March,,,Stock prices,1997/12/10
37740,Internet Initiative Japan Inc.,Prime,Information & Communication,March,March,,,Stock prices,1992/12/03
37760,"BroadBand Tower,Inc.",Standard,Information & Communication,December,December,,,Stock prices,2000/02/09
37770,Environment Friendly Holdings Corp.,Growth,Information & Communication,December,December,,,Stock prices,1995/07/13
37780,SAKURA internet Inc.,Prime,Information & Communication,March,March,,,Stock prices,1999/08/17
37790,"J ESCOM HOLDINGS,INC.",Standard,Information & Communication,March,March,,,Stock prices,2005/10/03
37870,"Techno Mathematical Co.,Ltd.",Standard,Information & Communication,March,March,,,Stock prices,2000/06/20
37880,GMO GlobalSign Holdings K.K.,Prime,Information & Communication,December,December,,,Stock prices,1993/12/14
37910,"IG Port,Inc.",Standard,Information & Communication,May,May,,,Stock prices,1990/06/05
37930,"Drecom Co.,Ltd.",Growth,Information & Communication,March,March,,,Stock prices,2001/11/13
37960,"e-Seikatsu Co.,Ltd.",Standard,Information & Communication,March,March,,,Stock prices,2000/01/21
37980,"ULS Group,Inc.",Standard,Information & Communication,March,March,,,Stock prices,2000/07/25
37990,Keyware Solutions Inc.,Standard,Information & Communication,March,March,,,Stock prices,1965/05/11
38000,UNIRITA Inc.,Standard,Information & Communication,March,March,,,Stock prices,1982/05/24
38020,"ECOMIC CO.,LTD",Standard,Information & Communication,March,March,,,Stock prices,1997/04/01
38030,Image Information Inc.,Growth,Information & Communication,March,March,,,Stock prices,1975/10/16
38040,System D Inc.,Standard,Information & Communication,October,October,,,Stock prices,1982/04/28
38070,FISCO Ltd.,Growth,Information & Communication,December,December,,,Stock prices,1995/05/15
38100,"CyberStep,Inc.",Standard,Information & Communication,May,May,,,Stock prices,2000/07/13
38140,"Alphax Food System Co.,LTD",Growth,Information & Communication,September,September,,,Stock prices,1993/12/09
38150,"Media Kobo,Inc.",Growth,Information & Communication,August,August,,,Stock prices,1997/10/30
38160,"DAIWA COMPUTER CO.,LTD.",Standard,Information & Communication,July,July,,,Stock prices,1977/06/17
38170,"SRA Holdings,Inc.",Prime,Information & Communication,March,March,,,Stock prices,1991/01/28
38230,"THE WHY HOW DO COMPANY,Inc.",Standard,Information & Communication,August,August,,,Stock prices,2004/07/12
38250,"Remixpoint,inc.",Standard,Retail Trade,March,March,,,Stock prices,2004/03/12
38260,System Integrator Corp.,Standard,Information & Communication,February,February,,,Stock prices,1995/03/14
38340,"Asahi Net,Inc.",Prime,Information & Communication,March,March,,,Stock prices,1990/04/02
38350,"eBASE Co.,Ltd.",Prime,Information & Communication,March,March,,,Stock prices,2001/10/01
38360,AVANT GROUP CORPORATION,Prime,Information & Communication,June,June,,,Stock prices,1997/05/26
38370,Ad-Sol Nissin Corporation,Prime,Information & Communication,March,March,,,Stock prices,1976/03/13
38390,"ODK Solutions Company,Ltd.",Standard,Information & Communication,March,March,,,Stock prices,1963/04/01
38400,PATH Corporation,Standard,Information & Communication,March,March,,,Stock prices,1990/05/02
38410,Jedat Inc.,Standard,Information & Communication,March,March,,,Stock prices,2003/11/21
38420,"Nextgen,Inc.",Growth,Information & Communication,March,March,,,Stock prices,2001/11/16
38430,"FreeBit Co.,Ltd.",Prime,Information & Communication,April,April,,,Stock prices,2000/05/01
38440,COMTURE CORPORATION,Prime,Information & Communication,March,March,,,Stock prices,1985/01/18
38450,I-FREEK MOBILE INC.,Standard,Information & Communication,March,March,,,Stock prices,2001/12/21
38470,PACIFIC SYSTEMS CORPORATION,Standard,Information & Communication,March,March,,,Stock prices,1980/08/14
38480,"Data Applications Company,Limited",Standard,Information & Communication,March,March,,,Stock prices,1982/09/27
38500,NTT DATA INTRAMART CORPORATION,Standard,Information & Communication,March,March,,,Stock prices,2000/02/22
38510,"Nippon Ichi Software,Inc.",Standard,Information & Communication,March,March,,,Stock prices,1995/07/07
38530,ASTERIA Corporation,Prime,Information & Communication,March,March,,,Stock prices,1998/09/01
38540,I'LL INC,Prime,Information & Communication,July,July,,,Stock prices,1991/02/25
38560,Abalance Corporation,Standard,Electric Appliances,June,June,,,Stock prices,2000/04/17
38570,"LAC Co.,Ltd.",Standard,Information & Communication,March,March,,,Stock prices,2007/10/01
38580,Ubiquitous AI Corporation,Standard,Information & Communication,March,March,,,Stock prices,2001/05/07
38610,Oji Holdings Corporation,Prime,Pulp & Paper,March,March,,,Stock prices,1949/08/01
38630,"Nippon Paper Industries Co.,Ltd.",Prime,Pulp & Paper,March,March,,,Stock prices,1949/08/01
38640,Mitsubishi Paper Mills Limited,Prime,Pulp & Paper,March,March,,,Stock prices,1898/04/01
38650,Hokuetsu Corporation,Prime,Pulp & Paper,March,March,,,Stock prices,1907/04/27
38770,"Chuetsu Pulp & Paper Co.,Ltd.",Prime,Pulp & Paper,March,March,,,Stock prices,1947/02/20
38780,TOMOEGAWA CORPORATION,Standard,Chemicals,March,March,,,Stock prices,1917/08/15
38800,Daio Paper Corporation,Prime,Pulp & Paper,March,March,,,Stock prices,1943/05/05
38910,NIPPON KODOSHI CORPORATION,Standard,Pulp & Paper,March,March,,,Stock prices,1941/08/18
38920,"Okayama Paper Industries Co.,Ltd.",Standard,Pulp & Paper,May,May,,,Stock prices,1907/02/24
38950,HAVIX CORPORATION,Standard,Pulp & Paper,March,March,,,Stock prices,1950/12/05
38960,"AWA PAPER & TECHNOLOGICAL COMPANY,Inc.",Standard,Pulp & Paper,March,March,,,Stock prices,1943/05/29
