Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
59570,"NITTOSEIKO CO.,LTD.",Prime,Metal Products,December,December,,,Stock prices,1938/02/11
59580,"SANYO INDUSTRIES,LTD.",Standard,Metal Products,March,March,,,Stock prices,1947/07/28
59590,"OKABE CO.,LTD.",Prime,Metal Products,December,December,,,Stock prices,1944/02/01
59620,"ASAKA INDUSTRIAL CO.,LTD.",Standard,Other Products,March,March,,,Stock prices,1931/11/25
59650,FUJIMAK CORPORATION,Standard,Metal Products,December,December,,,Stock prices,1950/03/31
59660,"KYOTO TOOL CO.,LTD.",Standard,Metal Products,March,March,,,Stock prices,1950/08/02
59670,"TONE CO.,LTD.",Standard,Metal Products,May,May,,,Stock prices,1949/07/27
59690,"LOBTEX Co.,Ltd.",Standard,Metal Products,March,March,,,Stock prices,1923/08/12
59700,G-TEKT CORPORATION,Prime,Metal Products,March,March,,,Stock prices,1963/03/01
59710,"KYOWAKOGYOSYO CO.,LTD.",Standard,Metal Products,April,April,,,Stock prices,1961/12/05
59730,TOAMI CORPORATION,Standard,Metal Products,March,March,,,Stock prices,1940/09/10
59740,"CHUGOKUKOGYO CO.,LTD.",Standard,Metal Products,March,March,,,Stock prices,1950/10/04
59750,Topre Corporation,Prime,Metal Products,March,March,,,Stock prices,1935/04/30
59760,"Neturen Co.,Ltd.",Prime,Metal Products,March,March,,,Stock prices,1940/07/12
59810,"TOKYO ROPE MFG.CO.,LTD",Prime,Metal Products,March,March,,,Stock prices,1887/04/01
59820,"MARUZEN CO.,LTD.",Standard,Metal Products,February,February,,,Stock prices,1961/03/20
59830,IWABUCHI CORPORATION,Standard,Metal Products,March,March,,,Stock prices,1969/08/21
59840,KANEFUSA CORPORATION,Standard,Metal Products,March,March,,,Stock prices,1948/11/25
59850,SUNCALL CORPORATION,Standard,Metal Products,March,March,,,Stock prices,1943/06/02
59860,"MOLITEC STEEL CO.,LTD.",Standard,Metal Products,March,March,,,Stock prices,1950/11/18
59870,ONEX Corporation,Standard,Metal Products,June,June,,,Stock prices,1951/08/04
59880,"PIOLAX,INC.",Prime,Metal Products,March,March,,,Stock prices,1939/09/24
59890,"H-ONE CO.,LTD.",Prime,Metal Products,March,March,,,Stock prices,1939/04/23
59900,"SUPER TOOL CO.,LTD.",Standard,Metal Products,March,March,,,Stock prices,1960/12/10
59910,"NHK SPRING CO.,LTD.",Prime,Metal Products,March,March,,,Stock prices,1936/06/06
59920,"CHUO SPRING CO.,LTD.",Standard,Metal Products,March,March,,,Stock prices,1948/12/25
59940,"FINE SINTER CO.,LTD.",Standard,Metal Products,March,March,,,Stock prices,1950/12/14
59970,KYORITSU AIR TECH INC.,Standard,Metal Products,December,December,,,Stock prices,1973/06/15
59980,Advanex Inc.,Standard,Metal Products,March,March,,,Stock prices,1946/11/22
60050,"MIURA CO.,LTD.",Prime,Machinery,March,March,,,Stock prices,1947/01/25
60130,"TAKUMA CO.,LTD.",Prime,Machinery,March,March,,,Stock prices,1938/06/10
60160,Japan Engine Corporation,Standard,Transportation Equipment,March,March,,,Stock prices,1920/06/10
60180,"THE HANSHIN DIESEL WORKS,LTD.",Standard,Transportation Equipment,March,March,,,Stock prices,1918/01/28
60220,Akasaka Diesels Ltd.,Standard,Machinery,March,March,,,Stock prices,1934/12/26
60230,"DAIHATSU DIESEL MFG. CO.,LTD.",Standard,Transportation Equipment,March,March,,,Stock prices,1939/04/29
60260,"GMO TECH,Inc.",Growth,Services,December,December,,,Stock prices,2006/12/04
60270,"Bengo4.com,Inc.",Growth,Services,March,March,,,Stock prices,2005/07/04
60280,"TechnoPro Holdings,Inc.",Prime,Services,June,June,,,Stock prices,2006/07/25
60290,Artra Group Corporation,Standard,Services,December,December,,,Stock prices,2005/01/18
60300,"Adventure,Inc.",Growth,Services,June,June,,,Stock prices,2006/12/21
60310,Scigineer Inc.,Growth,Services,June,June,,,Stock prices,2005/08/15
60330,"EXTREME CO.,LTD.",Growth,Services,March,March,,,Stock prices,2005/05/06
60340,MRT Inc.,Growth,Services,December,December,,,Stock prices,2000/01/26
60350,"IR Japan Holdings,Ltd.",Prime,Services,March,March,,,Stock prices,2015/02/02
60360,"KeePer Technical Laboratory Co.,Ltd.",Prime,Services,June,June,,,Stock prices,1993/02/15
60370,"FIRSTLOGIC,INC.",Standard,Services,July,July,,,Stock prices,2005/08/23
