Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
47770,GALA INCORPORATED,Standard,Information & Communication,December,December,,,Stock prices,1993/09/03
47810,"NIHON HOUSING CO.,LTD.",Standard,Services,March,March,,,Stock prices,1966/09/13
47830,"NCD Co.,Ltd.",Standard,Information & Communication,March,March,,,Stock prices,1967/03/16
47840,GMO AD Partners Inc.,Standard,Services,December,December,,,Stock prices,1999/09/08
47920,"YAMADA Consulting Group Co.,Ltd.",Prime,Services,March,March,,,Stock prices,1989/07/10
48000,Oricon Inc.,Standard,Information & Communication,March,March,,,Stock prices,1999/10/01
48010,"CENTRAL SPORTS CO.,LTD.",Prime,Services,March,March,,,Stock prices,1970/05/13
48090,Paraca Inc.,Prime,Real Estate,September,September,,,Stock prices,1997/08/22
48110,DreamArts Corporation,Growth,Information & Communication,December,December,,,Stock prices,1996/12/02
48120,DENTSU SOKEN INC.,Prime,Information & Communication,December,December,,,Stock prices,1975/12/11
48130,"ACCESS CO.,LTD.",Prime,Information & Communication,January,January,,,Stock prices,1984/02/01
48140,Nextware Ltd.,Standard,Information & Communication,March,March,,,Stock prices,1990/06/01
48160,"TOEI ANIMATION CO.,LTD.",Standard,Information & Communication,March,March,,,Stock prices,1948/01/23
48190,"Digital Garage,Inc.",Prime,Information & Communication,March,March,,,Stock prices,1995/08/17
48200,"EM SYSTEMS CO.,LTD.",Prime,Information & Communication,December,December,,,Stock prices,1980/01/23
48240,"MEDIASEEK,inc.",Growth,Information & Communication,July,July,,,Stock prices,2000/03/01
48250,WEATHERNEWS INC.,Prime,Information & Communication,May,May,,,Stock prices,1978/05/26
48260,"Computer Institute of Japan, Ltd.",Prime,Information & Communication,June,June,,,Stock prices,1976/01/07
48280,Business Engineering Corporation,Prime,Information & Communication,March,March,,,Stock prices,1980/12/20
48290,"Nihon Enterprise Co.,Ltd.",Standard,Information & Communication,May,May,,,Stock prices,1989/05/30
48320,"JFE Systems, Inc.",Standard,Information & Communication,March,March,,,Stock prices,1983/09/01
48330,"Success Holders,inc.",Growth,Services,March,March,,,Stock prices,1987/08/20
48380,SPACE SHOWER SKIYAKI HOLDINGS INC.,Standard,Information & Communication,March,March,,,Stock prices,1996/12/24
48390,WOWOW INC.,Prime,Information & Communication,March,March,,,Stock prices,1984/12/25
48400,TriIs Incorporated,Growth,Services,December,December,,,Stock prices,1995/03/16
48450,"Scala,Inc.",Prime,Information & Communication,June,June,,,Stock prices,1987/02/20
48470,INTELLIGENT WAVE INC.,Prime,Information & Communication,June,June,,,Stock prices,1984/12/27
48480,"FULLCAST HOLDINGS CO.,LTD.",Prime,Services,December,December,,,Stock prices,1990/09/14
48490,en Japan Inc.,Prime,Services,March,March,,,Stock prices,2000/01/14
48750,"MediciNova,Inc.",Standard Foreign Stocks,Pharmaceutical,December,December,,,Stock prices,2000/09/26
48800,"CellSource Co.,Ltd.",Prime,Pharmaceutical,October,October,,,Stock prices,2015/11/30
48810,FunPep Company Limited,Growth,Pharmaceutical,December,December,,,Stock prices,2013/10/11
48820,Perseus Proteomics Inc.,Growth,Pharmaceutical,March,March,,,Stock prices,2001/02/01
48830,Modalis Therapeutics Corporation,Growth,Pharmaceutical,December,December,,,Stock prices,2016/01/14
48840,"Kringle Pharma,Inc.",Growth,Pharmaceutical,September,September,,,Stock prices,2001/12/21
48850,MUROMACHI CHEMICALS INC.,Standard,Pharmaceutical,May,May,,,Stock prices,1947/07/07
48860,"ASKA Pharmaceutical Holdings Co.,Ltd.",Prime,Pharmaceutical,March,March,,,Stock prices,2021/04/01
48870,"SAWAI GROUP HOLDINGS Co.,Ltd.",Prime,Pharmaceutical,March,March,,,Stock prices,2021/04/01
48880,STELLA PHARMA CORPORATION,Growth,Pharmaceutical,March,March,,,Stock prices,2007/06/01
48890,Renascience Inc.,Growth,Pharmaceutical,March,March,,,Stock prices,2000/02/15
48900,Tsubota Laboratory Incorporated,Growth,Pharmaceutical,March,March,,,Stock prices,2012/05/28
48910,"TMS Co.,Ltd.",Growth,Pharmaceutical,February,February,,,Stock prices,2005/02/17
48920,Cyfuse Biomedical K.K.,Growth,Pharmaceutical,December,December,,,Stock prices,2010/08/11
48930,Noile-Immune Biotech Inc.,Growth,Pharmaceutical,December,December,,,Stock prices,2015/04/16
48940,Cuorips Inc.,Growth,Pharmaceutical,March,March,,,Stock prices,2017/03/21
48960,"K Pharma,Inc.",Growth,Pharmaceutical,December,December,,,Stock prices,2016/11/01
49010,FUJIFILM Holdings Corporation,Prime,Chemicals,March,March,,,Stock prices,1934/01/20
49020,"KONICA MINOLTA,INC.",Prime,Electric Appliances,March,March,,,Stock prices,1936/11/22
49110,"Shiseido Company,Limited",Prime,Chemicals,December,December,,,Stock prices,1927/06/24
49120,Lion Corporation,Prime,Chemicals,December,December,,,Stock prices,1918/09/03
49140,TAKASAGO INTERNATIONAL CORPORATION,Prime,Chemicals,March,March,,,Stock prices,1951/02/01
49170,MANDOM CORPORATION,Prime,Chemicals,March,March,,,Stock prices,1927/12/23
49180,IVY COSMETICS CORPORATION,Standard,Chemicals,March,March,,,Stock prices,1975/12/16
49190,"Milbon Co.,Ltd.",Prime,Chemicals,December,December,,,Stock prices,1960/07/02
49200,"Nippon Shikizai,Inc.",Standard,Chemicals,February,February,,,Stock prices,1957/03/01
49210,FANCL CORPORATION,Prime,Chemicals,March,March,,,Stock prices,1982/05/13
49220,KOSE Corporation,Prime,Chemicals,December,December,,,Stock prices,1948/06/11
49230,"COTA CO.,LTD.",Prime,Chemicals,March,March,,,Stock prices,1979/09/27
49250,"HABA LABORATORIES,INC.",Standard,Chemicals,March,March,,,Stock prices,1976/05/21
49260,"C'BON COSMETICS Co.,Ltd.",Standard,Chemicals,March,March,,,Stock prices,1966/01/24
49270,POLA ORBIS HOLDINGS INC.,Prime,Chemicals,December,December,,,Stock prices,2006/09/29
49280,"Noevir Holdings Co.,Ltd.",Prime,Chemicals,September,September,,,Stock prices,2011/03/22
49290,"ADJUVANT HOLDINGS CO.,LTD.",Standard,Chemicals,March,March,,,Stock prices,1990/04/10
49300,"GRAPHICO,Inc.",Standard,Chemicals,June,June,,,Stock prices,1996/11/07
49310,"Shinnihonseiyaku Co.,Ltd.",Prime,Chemicals,September,September,,,Stock prices,1992/03/11
49320,"ALMADO,INC.",Standard,Chemicals,March,March,,,Stock prices,2000/10/18
49330,"I-ne CO.,LTD.",Prime,Chemicals,December,December,,,Stock prices,2007/03/28
