Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
39850,TEMONA.inc.,Standard,Information & Communication,September,September,,,Stock prices,2008/10/01
39860,"bBreak Systems Company,Limited",Growth,Information & Communication,June,June,,,Stock prices,2002/07/17
39870,Ecomott Inc.,Growth,Information & Communication,August,August,,,Stock prices,2007/02/19
39880,"SYS Holdings Co.,Ltd.",Standard,Information & Communication,July,July,,,Stock prices,2013/08/01
39890,SHARINGTECHNOLOGY.INC,Growth,Information & Communication,September,September,,,Stock prices,2006/11/24
39900,"UUUM Co.,Ltd.",Growth,Information & Communication,September,September,,,Stock prices,2013/06/27
39910,"Wantedly,Inc",Growth,Information & Communication,August,August,,,Stock prices,2010/09/15
39920,Needs Well Inc.,Prime,Information & Communication,September,September,,,Stock prices,1986/10/01
39930,PKSHA Technology Inc.,Standard,Information & Communication,September,September,,,Stock prices,2012/10/16
39940,"Money Forward,Inc.",Prime,Information & Communication,November,November,,,Stock prices,2012/05/18
39960,Signpost Corporation,Standard,Information & Communication,February,February,,,Stock prices,2007/03/01
39970,"TRADE WORKS Co.,Ltd",Standard,Information & Communication,December,December,,,Stock prices,1999/01/08
39980,"SuRaLa Net Co.,Ltd.",Growth,Information & Communication,December,December,,,Stock prices,2008/08/29
40040,Resonac Holdings Corporation,Prime,Chemicals,December,December,,,Stock prices,1939/06/01
40050,"SUMITOMO CHEMICAL COMPANY,LIMITED",Prime,Chemicals,March,March,,,Stock prices,1925/06/01
40080,"Sumitomo Seika Chemicals Company,Limited.",Prime,Chemicals,March,March,,,Stock prices,1944/07/20
40110,"Headwaters Co.,Ltd",Growth,Information & Communication,December,December,,,Stock prices,2005/11/01
40120,"AXIS CO.,LTD.",Standard,Information & Communication,December,December,,,Stock prices,1991/06/12
40130,"Kinjiro Co.,Ltd.",Growth,Information & Communication,December,December,,,Stock prices,1981/04/02
40140,"KARADANOTE,INC.",Growth,Information & Communication,July,July,,,Stock prices,2008/12/24
40150,Paycloud Holdings Inc.,Growth,Information & Communication,August,August,,,Stock prices,2006/08/16
40160,"MIT Holdings CO.,LTD.",Standard,Information & Communication,November,November,,,Stock prices,2009/12/01
40170,CREEMA LTD.,Growth,Information & Communication,February,February,,,Stock prices,2009/03/03
40190,"Stamen Co.,Ltd.",Growth,Information & Communication,December,December,,,Stock prices,2016/01/29
40200,BETREND CORPORATION,Growth,Information & Communication,December,December,,,Stock prices,2000/03/10
40210,Nissan Chemical Corporation,Prime,Chemicals,March,March,,,Stock prices,1921/04/07
40220,"Rasa Industries,Ltd.",Prime,Chemicals,March,March,,,Stock prices,1918/07/02
40230,KUREHA CORPORATION,Prime,Chemicals,March,March,,,Stock prices,1944/06/21
40250,"TAKI CHEMICAL CO.,LTD.",Prime,Chemicals,December,December,,,Stock prices,1918/12/13
40260,"Konoshima Chemical Co.,Ltd.",Standard,Glass & Ceramics Products,April,April,,,Stock prices,1946/03/02
40270,TAYCA CORPORATION,Prime,Chemicals,March,March,,,Stock prices,1919/12/22
40280,"ISHIHARA SANGYO KAISHA,LTD.",Prime,Chemicals,March,March,,,Stock prices,1949/06/01
40310,Katakura & Co-op Agri Corporation,Standard,Chemicals,March,March,,,Stock prices,1920/03/14
