Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
79800,"SHIGEMATSU WORKS CO.,LTD.",Standard,Other Products,March,March,,,Stock prices,1942/03/17
79810,"TAKARA STANDARD CO.,LTD.",Prime,Other Products,March,March,,,Stock prices,1912/05/30
79830,Miroku Corporation,Standard,Other Products,October,October,,,Stock prices,1946/07/05
79840,"KOKUYO CO.,LTD.",Prime,Other Products,December,December,,,Stock prices,1920/07/10
79850,NEPON Inc.,Standard,Metal Products,March,March,,,Stock prices,1948/06/09
79860,"NIHON ISK Company,Limited",Standard,Other Products,December,December,,,Stock prices,1948/04/30
79870,"NAKABAYASHI CO.,LTD.",Standard,Other Products,March,March,,,Stock prices,1951/06/30
79880,NIFCO INC.,Prime,Chemicals,March,March,,,Stock prices,1946/10/08
79890,TACHIKAWA CORPORATION,Prime,Metal Products,December,December,,,Stock prices,1947/10/22
79900,"GLOBERIDE,Inc.",Prime,Other Products,March,March,,,Stock prices,1945/12/26
79910,"MAMIYA-OP CO.,LTD",Standard,Machinery,March,March,,,Stock prices,1948/02/23
79920,"The Sailor Pen Co.,Ltd.",Standard,Other Products,December,December,,,Stock prices,1932/08/14
79940,OKAMURA CORPORATION,Prime,Other Products,March,March,,,Stock prices,1946/07/15
79950,"VALQUA,LTD.",Prime,Chemicals,March,March,,,Stock prices,1932/04/08
79970,Kurogane Kosakusho Ltd.,Standard,Other Products,November,November,,,Stock prices,1936/03/17
79990,"MUTOH HOLDINGS CO.,LTD.",Standard,Electric Appliances,March,March,,,Stock prices,1951/06/01
80010,ITOCHU Corporation,Prime,Wholesale Trade,March,March,,,Stock prices,1949/12/01
80020,Marubeni Corporation,Prime,Wholesale Trade,March,March,,,Stock prices,1949/12/01
80050,Scroll Corporation,Prime,Retail Trade,March,March,,,Stock prices,1943/10/01
80060,"YUASA FUNASHOKU Co.,Ltd.",Standard,Wholesale Trade,March,March,,,Stock prices,1937/01/18
80070,"Takashima & Co.,Ltd.",Prime,Wholesale Trade,March,March,,,Stock prices,1931/12/01
80080,YONDOSHI HOLDINGS INC.,Prime,Retail Trade,February,February,,,Stock prices,1950/05/18
80110,SANYO SHOKAI LTD.,Prime,Textiles & Apparels,February,February,,,Stock prices,1943/05/11
80120,"NAGASE & CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1917/12/09
80130,"NAIGAI CO.,LTD.",Standard,Textiles & Apparels,January,January,,,Stock prices,1924/12/25
80140,"CHORI CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1948/09/02
80150,TOYOTA TSUSHO CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1948/07/01
80160,"ONWARD HOLDINGS CO.,LTD.",Prime,Textiles & Apparels,February,February,,,Stock prices,1947/09/04
80180,"SANKYO SEIKO CO.,LTD.",Standard,Wholesale Trade,March,March,,,Stock prices,1938/12/11
80200,KANEMATSU CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1918/03/18
80220,Mizuno Corporation,Prime,Other Products,March,March,,,Stock prices,1923/07/19
80230,"DAIKO DENSHI TSUSHIN,LTD.",Standard,Information & Communication,March,March,,,Stock prices,1953/12/01
80250,"TSUKAMOTO CORPORATION CO.,LTD.",Standard,Wholesale Trade,March,March,,,Stock prices,1920/01/05
80290,LOOK HOLDINGS INCORPORATED,Standard,Textiles & Apparels,December,December,,,Stock prices,1944/03/20
80300,"Chuo Gyorui Co.,Ltd.",Standard,Wholesale Trade,March,March,,,Stock prices,1947/07/03
80310,"MITSUI & CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1947/07/25
80320,JAPAN PULP AND PAPER COMPANY LIMITED,Prime,Wholesale Trade,March,March,,,Stock prices,1916/12/15
80350,Tokyo Electron Limited,Prime,Electric Appliances,March,March,,,Stock prices,1951/04/06
80370,KAMEI CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1932/12/29
80380,"TOHTO SUISAN CO.,LTD.",Standard,Wholesale Trade,March,March,,,Stock prices,1948/03/09
80390,"TSUKIJI UOICHIBA COMPANY,LIMITED",Standard,Wholesale Trade,March,March,,,Stock prices,1948/03/09
80400,"TOKYO SOIR CO.,LTD.",Standard,Textiles & Apparels,December,December,,,Stock prices,1949/01/08
80410,OUG Holdings Inc.,Standard,Wholesale Trade,March,March,,,Stock prices,1946/06/12
80430,Starzen Company Limited,Prime,Wholesale Trade,March,March,,,Stock prices,1948/06/17
80450,"Yokohama Maruuo Co.,Ltd.",Standard,Wholesale Trade,March,March,,,Stock prices,1947/10/30
80460,"MARUFUJI SHEET PILING CO.,LTD.",Standard,Wholesale Trade,March,March,,,Stock prices,1947/09/12
80500,SEIKO GROUP CORPORATION,Prime,Precision Instruments,March,March,,,Stock prices,1917/10/29
80510,YAMAZEN CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1947/05/30
80520,"TSUBAKIMOTO KOGYO CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1938/01/10
80530,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)",Prime,Wholesale Trade,March,March,,,Stock prices,1919/12/24
80560,BIPROGY Inc.,Prime,Information & Communication,March,March,,,Stock prices,1951/04/02
80570,"UCHIDA YOKO CO.,LTD.",Prime,Wholesale Trade,July,July,,,Stock prices,1941/05/29
80580,Mitsubishi Corporation,Prime,Wholesale Trade,March,March,,,Stock prices,1950/04/01
80590,"DAIICHI JITSUGYO CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1948/08/12
80600,Canon Marketing Japan Inc.,Prime,Wholesale Trade,December,December,,,Stock prices,1950/01/06
80610,SEIKA CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1947/10/01
80650,SATO SHO-JI CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1949/02/05
80660,MITANI CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1946/03/20
80700,"TOKYO SANGYO CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1942/04/16
80720,"JAPAN PUBLICATIONS TRADING CO.,LTD.",Standard,Wholesale Trade,March,March,,,Stock prices,1942/02/16
80740,"YUASA TRADING CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1919/06/25
80750,Shinsho Corporation,Prime,Wholesale Trade,March,March,,,Stock prices,1946/11/12
80760,CANOX CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1948/01/29
80770,TORQ Inc.,Standard,Wholesale Trade,October,October,,,Stock prices,1941/06/18
80780,"HANWA CO.,LTD.",Prime,Wholesale Trade,March,March,,,Stock prices,1947/04/01
80790,SHOEI FOODS CORPORATION,Prime,Wholesale Trade,October,October,,,Stock prices,1947/11/04
80810,KANADEN CORPORATION,Prime,Wholesale Trade,March,March,,,Stock prices,1912/12/18
