Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
14340,"JESCO Holdings,Inc.",Standard,Construction,August,August,,,Stock prices,1970/08/21
14350,robot home Inc.,Standard,Real Estate,December,December,,,Stock prices,2006/01/23
14360,GreenEnergy & Company,Growth,Construction,April,April,,,Stock prices,2009/04/01
14380,"Gifu landscape architect Co.,Ltd.",Standard,Construction,September,September,,,Stock prices,1966/01/06
14390,YASUE CORPORATION,Standard,Construction,December,December,,,Stock prices,1975/06/02
143A0,"Ishin Co.,Ltd.",Growth,Services,March,March,,,Stock prices,2005/04/01
14430,"Giken Holdings Co.,Ltd.",Standard,Construction,March,March,,,Stock prices,2018/01/09
14440,"Nissou Co.,Ltd.",Growth,Construction,July,July,,,Stock prices,1988/09/01
14450,"Hikari Holdings Co.,Ltd.",TOKYO PRO Market,Construction,August,August,,,Stock prices,2015/09/01
14460,"CANDEAL Co.,Ltd.",Standard,Construction,September,September,,,Stock prices,2014/08/07
14470,"ITbook Holdings Co.,LTD.",Growth,Construction,March,March,,,Stock prices,2018/10/01
144A0,"ENERGY POWER CO.,Ltd.",TOKYO PRO Market,Construction,December,December,,,Stock prices,2016/04/21
14500,TANAKEN,Standard,Construction,March,March,,,Stock prices,1982/02/03
14510,KHC Ltd.,Standard,Construction,March,March,,,Stock prices,1981/10/19
14520,"YOKOHAMA WRIGHT Industries Co.,LTD",TOKYO PRO Market,Construction,February,February,,,Stock prices,1986/05/31
14560,iFreeETF Nikkei225 Inverse Index,ETFs,-,-,-,,,Stock prices,-
14570,iFreeETF TOPIX Inverse (-1x) Index,ETFs,-,-,-,,,Stock prices,-
14580,Rakuten ETF - Nikkei 225 Leveraged Index,ETFs,-,-,-,,,Stock prices,-
14590,Rakuten ETF - Nikkei 225 Double Inverse Index,ETFs,-,-,-,,,Stock prices,-
145A0,L is B Corp.,Growth,Information & Communication,December,December,,,Stock prices,2010/09/29
14640,iFreeETF JPX-Nikkei400 Leveraged (2x) Index,ETFs,-,-,-,,,Stock prices,-
14650,iFreeETF JPX-Nikkei400 Inverse (-1x) Index,ETFs,-,-,-,,,Stock prices,-
14660,iFreeETF JPX-Nikkei400 Double Inverse (-2x) Index,ETFs,-,-,-,,,Stock prices,-
14690,JPX-Nikkei 400 Bear -2x Double Inverse ETF,ETFs,-,-,-,,,Stock prices,-
146A0,Columbia Works Inc.,Standard,Real Estate,December,December,,,Stock prices,2013/05/14
14720,NEXT FUNDS JPX-Nikkei 400 Double Inverse Index Exchange Traded Fund,ETFs,-,-,-,,,Stock prices,-
14730,One ETF TOPIX,ETFs,-,-,-,,,Stock prices,-
14740,One ETF JPX-Nikkei 400,ETFs,-,-,-,,,Stock prices,-
14750,iShares Core TOPIX ETF,ETFs,-,-,-,,,Stock prices,-
14760,iShares Core Japan REIT ETF,ETFs,-,-,-,,,Stock prices,-
