Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
90550,"ALPS LOGISTICS CO.,LTD.",Prime,Land Transportation,March,March,,,Stock prices,1964/07/02
90570,"ENSHU TRUCK CO.,LTD.",Standard,Land Transportation,March,March,,,Stock prices,1965/08/16
90580,"TRANCOM CO.,LTD.",Prime,Warehousing & Harbor Transportation Services,March,March,,,Stock prices,1959/06/22
90590,"Kanda Holdings Co.,Ltd.",Standard,Land Transportation,March,March,,,Stock prices,1944/05/31
90600,JAPAN LOGISTIC SYSTEMS CORP.,Standard,Land Transportation,March,March,,,Stock prices,1944/10/13
90630,"Okayamaken Freight Transportation CO.,LTD.",Standard,Land Transportation,March,March,,,Stock prices,1943/03/31
90640,"YAMATO HOLDINGS CO.,LTD.",Prime,Land Transportation,March,March,,,Stock prices,1929/02/21
90650,SANKYU INC.,Prime,Land Transportation,March,March,,,Stock prices,1917/11/27
90660,NISSIN CORPORATION,Prime,Warehousing & Harbor Transportation Services,March,March,,,Stock prices,1938/10/21
90670,MARUWN CORPORATION,Standard,Land Transportation,March,March,,,Stock prices,1938/12/17
90680,"Maruzen Showa Unyu Co.,Ltd.",Prime,Land Transportation,March,March,,,Stock prices,1931/08/17
90690,"SENKO Group Holdings Co.,Ltd.",Prime,Land Transportation,March,March,,,Stock prices,1946/07/20
90700,"TONAMI HOLDINGS CO.,LTD.",Prime,Land Transportation,March,March,,,Stock prices,1943/05/28
90720,"NIKKON Holdings Co.,Ltd.",Prime,Land Transportation,March,March,,,Stock prices,1950/12/07
90730,"Kyogoku unyu shoji Co.,Ltd.",Standard,Land Transportation,March,March,,,Stock prices,1947/05/12
90740,"Japan Oil Transportation Co.,Ltd.",Standard,Land Transportation,March,March,,,Stock prices,1946/03/27
90750,"FUKUYAMA TRANSPORTING CO.,LTD.",Prime,Land Transportation,March,March,,,Stock prices,1948/09/13
90760,"SEINO HOLDINGS CO.,LTD.",Prime,Land Transportation,March,March,,,Stock prices,1946/11/12
90780,"S LINE GROUP CO.,LTD.",Standard,Land Transportation,March,March,,,Stock prices,1947/03/10
90810,"Kanagawa Chuo Kotsu Co.,Ltd.",Prime,Land Transportation,March,March,,,Stock prices,1921/06/05
90820,"Daiwa Motor Transportation Co.,Ltd.",Standard,Land Transportation,March,March,,,Stock prices,1939/09/13
90830,"Shinki Bus Co.,Ltd.",Standard,Land Transportation,March,March,,,Stock prices,1927/08/08
90870,TAKASE CORPORATION,Standard,Land Transportation,March,March,,,Stock prices,1922/02/22
90900,AZ-COM MARUWA Holdings Inc.,Prime,Land Transportation,March,March,,,Stock prices,1973/08/03
90990,"Chilled & Frozen Logistics Holdings Co.,Ltd.",Prime,Land Transportation,March,March,,,Stock prices,2015/10/01
91010,Nippon Yusen Kabushiki Kaisha,Prime,Marine Transportation,March,March,,,Stock prices,1885/09/29
91040,"Mitsui O.S.K.Lines,Ltd.",Prime,Marine Transportation,March,March,,,Stock prices,1942/12/28
91070,"Kawasaki Kisen Kaisha,Ltd.",Prime,Marine Transportation,March,March,,,Stock prices,1919/04/08
91100,"NS United Kaiun Kaisha,Ltd.",Prime,Marine Transportation,March,March,,,Stock prices,1950/04/01
91150,"Meiji Shipping Group Co.,Ltd.",Standard,Marine Transportation,March,March,,,Stock prices,1911/05/01
91190,"IINO KAIUN KAISHA,LTD.",Prime,Marine Transportation,March,March,,,Stock prices,1918/12/27
91270,"TAMAI STEAMSHIP CO.,LTD",Standard,Marine Transportation,March,March,,,Stock prices,1932/03/10
91300,"KYOEI TANKER CO.,LTD.",Standard,Marine Transportation,March,March,,,Stock prices,1949/07/01
91420,Kyushu Railway Company,Prime,Land Transportation,March,March,,,Stock prices,1987/04/01
91430,"SG HOLDINGS CO.,LTD.",Prime,Land Transportation,March,March,,,Stock prices,2006/03/22
91450,"BEING HOLDINGS CO.,LTD.",Standard,Land Transportation,December,December,,,Stock prices,1986/09/17
91460,"GOKENDO CO.,Ltd",TOKYO PRO Market,Land Transportation,December,December,,,Stock prices,1990/04/12
91470,"NIPPON EXPRESS HOLDINGS,INC.",Prime,Land Transportation,December,December,,,Stock prices,2022/01/04
91490,"Otomo Logistics Service Co.,Ltd.",TOKYO PRO Market,Land Transportation,October,October,,,Stock prices,1963/07/29
91560,"HANA HOLDINGS Co.,Ltd.",TOKYO PRO Market,Services,March,March,,,Stock prices,2022/10/04
91580,CUC Inc.,Growth,Services,March,March,,,Stock prices,2014/08/08
91590,W TOKYO Inc.,Growth,Services,June,June,,,Stock prices,2015/07/01
91600,"NOVARESE,Inc.",Standard,Services,December,December,,,Stock prices,2016/08/01
91610,"Integrated Design & Engineering Holdings Co.,Ltd.",Prime,Services,June,June,,,Stock prices,2023/07/03
91620,"Bleach,Inc.",Growth,Services,June,June,,,Stock prices,2010/04/28
91630,Nareru Group Inc.,Growth,Services,October,October,,,Stock prices,2019/05/27
91640,TRYT Inc.,Growth,Services,December,December,,,Stock prices,2019/02/05
91650,"Qualtec Co.,Ltd.",Growth,Services,June,June,,,Stock prices,1993/01/18
91660,GENDA Inc.,Growth,Services,January,January,,,Stock prices,2018/05/10
91670,"Futonmaki Jiro,Inc.",TOKYO PRO Market,Services,December,December,,,Stock prices,2017/06/23
91680,"Rise Consulting Group,Inc.",Growth,Services,February,February,,,Stock prices,2020/11/27
91690,Daishinsha Inc.,TOKYO PRO Market,Services,November,November,,,Stock prices,1961/12/20
91710,"Kuribayashi Steamship Co.,Ltd.",Standard,Marine Transportation,March,March,,,Stock prices,1919/03/29
91730,"Tokai Kisen Co.,Ltd.",Standard,Marine Transportation,December,December,,,Stock prices,1889/11/15
91930,"Tokyo Kisen Co.,Ltd.",Standard,Warehousing & Harbor Transportation Services,March,March,,,Stock prices,1947/05/05
92010,"Japan Airlines Co.,Ltd.",Prime,Air Transportation,March,March,,,Stock prices,1953/10/01
92020,ANA HOLDINGS INC.,Prime,Air Transportation,March,March,,,Stock prices,1920/02/09
92040,Skymark Airlines Inc.,Growth,Air Transportation,March,March,,,Stock prices,1996/11/12
92060,Star Flyer Inc.,Standard,Air Transportation,March,March,,,Stock prices,2002/12/17
92110,f-code Inc.,Growth,Services,December,December,,,Stock prices,2006/03/15
92120,"Green Earth Institute Co.,Ltd.",Growth,Services,September,September,,,Stock prices,2011/09/01
92130,SEYFERT LTD.,Standard,Services,December,December,,,Stock prices,1991/07/11
92140,"Recovery International Co.,Ltd.",Growth,Services,December,December,,,Stock prices,2013/11/01
92150,"CaSy Co.,Ltd.",Growth,Services,November,November,,,Stock prices,2014/01/30
92160,"Bewith,Inc.",Prime,Services,May,May,,,Stock prices,2000/05/12
92180,"Mental Health Technologies Co.,Ltd.",Growth,Services,December,December,,,Stock prices,2011/03/08
92190,GiXo Ltd.,Growth,Services,June,June,,,Stock prices,2012/12/12
92200,"FB CARE SERVICE CO.,LTD.",Standard,Services,March,March,,,Stock prices,1987/04/03
92210,FULUHASHI EPO CORPORATION,Standard,Services,March,March,,,Stock prices,1948/02/05
92220,"manaby Co.,Ltd.",TOKYO PRO Market,Services,March,March,,,Stock prices,2016/06/06
92230,"ASNOVA Co.,Ltd.",Growth,Services,March,March,,,Stock prices,2013/12/24
92240,KANKYOU NO MIKATA Inc.,TOKYO PRO Market,Services,September,September,,,Stock prices,1977/06/01
92250,Bridge Consulting Group Inc.,Growth,Services,September,September,,,Stock prices,2011/10/25
92260,IGER Inc.,TOKYO PRO Market,Services,November,November,,,Stock prices,1990/07/03
92270,"Microwave Chemical Co.,Ltd.",Growth,Services,March,March,,,Stock prices,2007/08/15
92290,"SUNWELS Co.,Ltd.",Growth,Services,March,March,,,Stock prices,2006/09/26
92320,PASCO CORPORATION,Standard,Air Transportation,March,March,,,Stock prices,1949/07/15
92330,"Asia Air Survey Co.,Ltd.",Standard,Air Transportation,September,September,,,Stock prices,1949/12/15
92350,"Ureru Net Advertising Co.,Ltd.",Growth,Services,July,July,,,Stock prices,2010/01/20
