Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
83830,"THE TOTTORI BANK,LTD.",Standard,Banks,March,March,,,Stock prices,1921/12/15
83860,"The Hyakujushi Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,1924/03/30
83870,The Shikoku Bank Ltd.,Prime,Banks,March,March,,,Stock prices,1878/10/17
83880,"The Awa Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,1954/06/19
83920,"THE OITA BANK,LTD.",Prime,Banks,March,March,,,Stock prices,1894/02/15
83930,"The Miyazaki Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,1932/07/08
83950,THE BANK OF SAGA LTD.,Prime,Banks,March,March,,,Stock prices,1955/07/11
83990,"Bank of The Ryukyus,Limited",Prime,Banks,March,March,,,Stock prices,1948/05/01
84100,"Seven Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,2001/04/10
84110,"Mizuho Financial Group,Inc.",Prime,Banks,March,March,,,Stock prices,2003/01/08
84160,"THE BANK OF KOCHI,LTD.",Standard,Banks,March,March,,,Stock prices,1930/01/20
84180,"Yamaguchi Financial Group,Inc.",Prime,Banks,March,March,,,Stock prices,2006/10/02
84210,Shinkin Central Bank,Others,-,March,March,,,Stock prices,1950/05/29
84240,"Fuyo General Lease Co.,Ltd.",Prime,Other Financing Business,March,March,,,Stock prices,1969/05/01
84250,"Mizuho Leasing Company,Limited",Prime,Other Financing Business,March,March,,,Stock prices,1947/12/13
84390,Tokyo Century Corporation,Prime,Other Financing Business,March,March,,,Stock prices,1969/07/01
84620,"Future Venture Capital Co.,Ltd.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,1998/09/11
84730,"SBI Holdings,Inc.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1999/07/08
85080,"J Trust Co.,Ltd.",Standard,Other Financing Business,December,December,,,Stock prices,1977/03/18
85110,"Japan Securities Finance Co.,Ltd.",Prime,Other Financing Business,March,March,,,Stock prices,1927/07/08
85150,AIFUL CORPORATION,Prime,Other Financing Business,March,March,,,Stock prices,1978/02/01
85180,"Japan Asia Investment Company,Limited",Standard,Securities & Commodity Futures,March,March,,,Stock prices,1972/04/10
85220,"The Bank of Nagoya,Ltd.",Prime,Banks,March,March,,,Stock prices,1949/02/24
85240,"North Pacific Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,1917/08/20
85370,"THE TAIKO BANK,LTD.",Standard,Banks,March,March,,,Stock prices,1942/03/10
85410,"The Ehime Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,1943/03/20
85420,"TOMATO BANK,LTD.",Standard,Banks,March,March,,,Stock prices,1931/11/09
85440,"The Keiyo Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,1943/03/31
85500,"THE TOCHIGI BANK,LTD.",Prime,Banks,March,March,,,Stock prices,1942/12/10
85510,"The Kita-Nippon Bank,Ltd.",Prime,Banks,March,March,,,Stock prices,1942/02/02
85580,"THE TOWA BANK,LTD.",Prime,Banks,March,March,,,Stock prices,1942/09/30
85620,"THE FUKUSHIMA BANK,LTD.",Standard,Banks,March,March,,,Stock prices,1922/11/27
85630,"THE DAITO BANK,LTD.",Standard,Banks,March,March,,,Stock prices,1942/08/18
85660,"RICOH LEASING COMPANY,LTD.",Prime,Other Financing Business,March,March,,,Stock prices,1976/12/21
85700,"AEON Financial Service Co.,Ltd.",Prime,Other Financing Business,February,February,,,Stock prices,1981/06/20
85720,"ACOM CO.,LTD.",Standard,Other Financing Business,March,March,,,Stock prices,1978/10/23
85840,"JACCS CO.,LTD.",Prime,Other Financing Business,March,March,,,Stock prices,1948/12/23
85850,Orient Corporation,Prime,Other Financing Business,March,March,,,Stock prices,1951/03/15
85910,ORIX CORPORATION,Prime,Other Financing Business,March,March,,,Stock prices,1950/03/28
85930,Mitsubishi HC Capital Inc.,Prime,Other Financing Business,March,March,,,Stock prices,1971/04/12
85950,"JAFCO Group Co.,Ltd.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1973/04/05
85960,"KYUSHU LEASING SERVICE CO.,LTD.",Standard,Other Financing Business,March,March,,,Stock prices,1974/11/01
86000,"TOMONY Holdings,Inc.",Prime,Banks,March,March,,,Stock prices,2010/04/01
86010,Daiwa Securities Group Inc.,Prime,Securities & Commodity Futures,March,March,,,Stock prices,1943/12/27
86040,"Nomura Holdings, Inc.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1925/12/25
86090,OKASAN SECURITIES GROUP INC.,Prime,Securities & Commodity Futures,March,March,,,Stock prices,1944/08/25
86130,"Marusan Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1933/06/15
86140,"TOYO SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1934/04/01
86160,"Tokai Tokyo Financial Holdings,Inc.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1929/06/19
86170,"The Kosei Securities Co.,Ltd.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,1961/04/21
86220,"Mito Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1947/09/12
86240,"Ichiyoshi Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1944/05/29
86280,"MATSUI SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1931/03/20
86300,"Sompo Holdings,Inc.",Prime,Insurance,March,March,,,Stock prices,2010/04/01
86970,"Japan Exchange Group,Inc.",Prime,Other Financing Business,March,March,,,Stock prices,1949/04/01
86980,"Monex Group,Inc.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,2004/08/02
86990,"HS Holdings Co.,Ltd.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,1958/01/21
87000,"Maruhachi Securities Co.,Ltd.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,1944/03/30
87040,"TRADERS HOLDINGS CO.,LTD.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,1999/11/05
87050,"Nissan Securities Group Co.,Ltd.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,2005/04/01
87060,"KYOKUTO SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1947/03/13
87070,"IwaiCosmo Holdings,Inc.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1944/07/04
87080,"AIZAWA SECURITIES GROUP CO.,LTD.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1933/10/03
87130,FIDEA Holdings Co.Ltd.,Prime,Banks,March,March,,,Stock prices,2009/10/01
87140,"Senshu Ikeda Holdings,Inc.",Prime,Banks,March,March,,,Stock prices,2009/10/01
87150,"Anicom Holdings,Inc.",Prime,Insurance,March,March,,,Stock prices,2000/07/05
87250,"MS&AD Insurance Group Holdings,Inc.",Prime,Insurance,March,March,,,Stock prices,2008/04/01
87320,"MONEY PARTNERS GROUP CO.,LTD.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,2005/06/10
87370,Akatsuki Corp.,Standard,Securities & Commodity Futures,March,March,,,Stock prices,1950/09/14
87390,"SPARX Group Co.,Ltd.",Prime,Securities & Commodity Futures,March,March,,,Stock prices,1988/06/20
87420,"KOBAYASHI YOKO CO.,LTD.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,1949/03/26
