Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
16540,iFreeETF FTSE Blossom Japan Index,ETFs,-,-,-,,,Stock prices,-
16550,iShares S&P 500 ETF,ETFs,-,-,-,,,Stock prices,-
16560,iShares Core 7-10 Year US Treasury Bond ETF,ETFs,-,-,-,,,Stock prices,-
16570,iShares Core MSCI Kokusai ETF,ETFs,-,-,-,,,Stock prices,-
16580,iShares Core MSCI Emerging Markets IMI ETF,ETFs,-,-,-,,,Stock prices,-
16590,iShares US REIT ETF,ETFs,-,-,-,,,Stock prices,-
165A0,SBI RHEOS HIFUMI Inc.,Growth,Securities & Commodity Futures,March,March,,,Stock prices,2024/04/01
16600,MAXIS High Yield J-REIT ETF,ETFs,-,-,-,,,Stock prices,-
16620,"Japan Petroleum Exploration Co.,Ltd.",Prime,Mining,March,March,,,Stock prices,1970/04/01
16630,K&O Energy Group Inc.,Prime,Mining,December,December,,,Stock prices,2014/01/06
166A0,TASUKI Holdings Inc.,Growth,Real Estate,September,September,,,Stock prices,2024/04/01
16710,Simplex WTI ETF,ETFs,-,-,-,,,Stock prices,-
16720,WisdomTree Physical Gold Individual Securities,ETFs,-,-,-,,,Stock prices,-
16730,WisdomTree Physical Silver Individual Securities,ETFs,-,-,-,,,Stock prices,-
16740,WisdomTree Physical Platinum Individual Securities,ETFs,-,-,-,,,Stock prices,-
16750,WisdomTree Physical Palladium Individual Securities,ETFs,-,-,-,,,Stock prices,-
16760,WisdomTree Physical Precious Metals Basket Securities,ETFs,-,-,-,,,Stock prices,-
16770,Listed Index Fund International Bond (FTSE WGBI) Monthly Dividend Payment Type,ETFs,-,-,-,,,Stock prices,-
16780,NEXT FUNDS Nifty 50 Linked Exchange Traded Fund,ETFs,-,-,-,,,Stock prices,-
16790,Simple-X NY Dow Jones Index ETF,ETFs,-,-,-,,,Stock prices,-
167A0,"Ryoyo Ryosan Holdings,Inc.",Prime,Wholesale Trade,March,March,,,Stock prices,2024/04/01
16800,Listed Index Fund International Developed Countries Equity (MSCI-KOKUSAI),ETFs,-,-,-,,,Stock prices,-
16810,Listed Index Fund International Emerging Countries Equity (MSCI EMERGING),ETFs,-,-,-,,,Stock prices,-
16820,NEXT FUNDS Nikkei-JPX Platinum Index Linked Exchange Traded Fund,ETFs,-,-,-,,,Stock prices,-
16840,WisdomTree Broad Commodities,ETFs,-,-,-,,,Stock prices,-
16850,WisdomTree Energy,ETFs,-,-,-,,,Stock prices,-
16860,WisdomTree Industrial Metals,ETFs,-,-,-,,,Stock prices,-
16870,WisdomTree Agriculture,ETFs,-,-,-,,,Stock prices,-
16880,WisdomTree Grains,ETFs,-,-,-,,,Stock prices,-
16890,WisdomTree Natural Gas,ETFs,-,-,-,,,Stock prices,-
168A0,itamiarts inc.,Growth,Other Products,January,January,,,Stock prices,1999/02/08
16900,WisdomTree WTI Crude Oil,ETFs,-,-,-,,,Stock prices,-
16910,WisdomTree Gasoline,ETFs,-,-,-,,,Stock prices,-
16920,WisdomTree Aluminium,ETFs,-,-,-,,,Stock prices,-
16930,WisdomTree Copper,ETFs,-,-,-,,,Stock prices,-
16940,WisdomTree Nickel,ETFs,-,-,-,,,Stock prices,-
16950,WisdomTree Wheat,ETFs,-,-,-,,,Stock prices,-
16960,WisdomTree Corn,ETFs,-,-,-,,,Stock prices,-
16970,WisdomTree Soybeans,ETFs,-,-,-,,,Stock prices,-
16980,Listed Index Fund Japan High Dividend (TSE Dividend Focus 100),ETFs,-,-,-,,,Stock prices,-
16990,NEXT FUNDS NOMURA Crude Oil Long Index Linked Exchange Traded Fund,ETFs,-,-,-,,,Stock prices,-
170A0,SMT ETF Japan Equity Income Strategy Active,ETFs,-,-,-,,,Stock prices,-
17110,"SDS HOLDINGS Co.,Ltd.",Standard,Construction,March,March,,,Stock prices,1986/06/09
17120,"Daiseki Eco.Solution Co.,Ltd.",Standard,Construction,February,February,,,Stock prices,1996/11/01
17160,DAI-ICHI CUTTER KOGYO K.K.,Standard,Construction,June,June,,,Stock prices,1967/08/09
17170,Meiho Facility Works Ltd.,Standard,Services,March,March,,,Stock prices,1980/09/12
17180,"MIKIKOGYO CO.,LTD.",Standard,Construction,December,December,,,Stock prices,1962/01/23
17190,HAZAMA ANDO CORPORATION,Prime,Construction,March,March,,,Stock prices,2003/10/01
171A0,"ZEROJAPAN.Co.,Ltd",TOKYO PRO Market,Wholesale Trade,June,June,,,Stock prices,2003/07/01
17200,"TOKYU CONSTRUCTION CO., LTD.",Prime,Construction,March,March,,,Stock prices,2003/04/10
17210,COMSYS Holdings Corporation,Prime,Construction,March,March,,,Stock prices,2003/09/29
17230,"NIHON DENGI CO.,LTD.",Standard,Construction,March,March,,,Stock prices,1959/09/26
17240,SYNCLAYER INC.,Standard,Construction,December,December,,,Stock prices,1962/05/02
17260,Br.Holdings Corporation,Prime,Construction,March,March,,,Stock prices,2002/09/27
172A0,"NEO HOME Co.,Ltd.",TOKYO PRO Market,Real Estate,July,July,,,Stock prices,2016/08/19
17300,"ASO FOAM CRETE Co.,Ltd.",Standard,Construction,March,March,,,Stock prices,1961/06/01
17360,OTEC CORPORATION,Standard,Construction,March,March,,,Stock prices,1948/07/16
173A0,Hammock Inc.,Growth,Information & Communication,March,March,,,Stock prices,1994/04/01
